comments,words
219,"['where', 'were', 'you', 'all', 'these', 'days', 'my', 'dear', 'nike', 'running', 'app', 'guess', 'wait', 'for', 'this', 'app', 'was', 'worth', 'it', 'now', 'for', 'review', 'this', 'app', 'amazing', 'interface', '5stars', 'work', 'info', '5stars', 'gps', 'tracking', 'auto', 'voice', 'info', 'are', 'best', 'features', 'all', 'in', 'all', 'its', 'must', 'have', 'app', 'for', 'workout', 'freaks', 'good', 'job', 'nike']"
220,"['am', 'currently', 'using', 'sony', 'xperia', 'use', 'app', 'on', 'daily', 'basis', 'it', 'great', 'app', 'but', 'distance', 'it', 'says', 'run', 'well', 'calculations', 'it', 'does', 'are', 'wrong', 'would', 'very', 'much', 'like', 'support', 'you', 'but', 'until', 'this', 'problem', 'fixed', 'cannot', ""it's""]"
221,"['it', 'very', 'good', 'feature', 'hay', 'miss', 'so', 'much', 'just', 'switched', 'from', 'iphone', 'android', 'os', 'phone', 'there', 'many', 'things', 'im', 'missing', ""it's"", ""there's""]"
222,"['have', 'used', 'thus', 'app', 'with', 'both', 'android', 'apple', 'phones', 'two', 'different', 'carriers', 'sprint', 'verison', 'same', 'results', 'loses', 'track', 'of', 'distance', 'at', 'times', 'also', 'have', 'ran', 'with', 'friends', 'we', 'would', 'have', 'different', 'distances', 'at', 'end', 'of', 'run']"
223,"['my', 'last', 'two', 'runs', 'were', 'not', 'logged', 'at', 'end', 'of', 'each', 'run', 'got', 'notice', 'that', 'app', 'stopped', 'running', 'am', 'new', 'runner', 'logging', 'my', 'miles', 'getting', 'new', 'achievements', 'what', 'keeps', 'me', 'motivated', 'fix', 'it', 'please']"
224,"['still', 'love', 'this', 'app', 'it', 'has', 'crashed', 'couple', 'times', 'during', 'runs', 'because', 'deleted', 'song', 'it', 'tried', 'play', 'lost', 'my', 'run', 'info', 'few', 'times', 'now']"
225,"['this', 'app', 'was', 'great', 'at', 'first', 'but', 'no', 'longer', 'records', 'corrdct', 'distance', 'of', 'my', 'runs', 'new', 'runner', 'app', 'intended', 'motivate', 'not', 'frustrate', 'ios', 'app', 'allows', 'you', 'update', 'your', 'distance', 'not', 'sure', 'why', 'android', 'different', 'very', 'frustrated']"
226,"['superb', 'app', 'for', 'running', 'does', 'it', 'perfectly', 'whatever', 'it', 'says', 'in', 'description', 'five', 'stars', 'if', 'can', 'set', 'personal', 'challenges', 'without', 'inviting', 'friends']"
227,"['it', 'did', 'say', 'gps', 'connectivity', 'not', 'at', 'its', 'best', 'but', 'everyone', 'since', 'last', 'weeks', 'it', 'gives', 'inaccurate', 'distance', 'shows', '2km', 'when', 'had', 'just', 'ran', '1km', 'checked', 'in', 'my', 'wife', 'app', 'other', 'time', 'it', 'started', 'moving', 'even', 'faster', 'after', 'first', '1km', 'saying', 'another', '1km', 'in', 'next', 'min', 'another', 'in', 'next', 'min', 'spoils', 'miss', 'run', ""wife's""]"
228,"['finally', 'had', 'my', 'first', 'unexpected', 'error', 'when', 'run', 'miles', 'got', 'achievement', 'when', 'want', 'check', 'out', 'what', 'are', 'these', 'achievement', 'app', 'crushed', 'every', 'single', 'time', 'also', 'when', 'do', 'nike', 'plan', 'update', 'this', 'app', 'it', 'seems', 'nike', 'running', 'has', 'update', 'on', 'ios', 'please', 'show', 'some', 'respect', 'android', 'user', 'update', 'asap']"
229,"['so', 'when', 'first', 'started', 'using', 'nike', 'years', 'ago', 'they', 'had', 'coaching', 'on', 'nike', 'website', 'now', 'its', 'only', 'available', 'through', 'facebook', 'iphones', 'outside', 'of', 'differences', 'in', 'android', 'ios', 'apps', 'love', 'it', 'gps', 'tracking', 'comparing', 'your', 'friends', 'pace', 'analysis', 'its', 'awesome', 'love', 'it']"
230,"['just', 'crashes', 'all', 'time', 'now', 'nike', 'support', 'suggested', 'that', 'uninstall', 'reinstall', 'it', 'did', 'that', 'now', 'it', 'wont', 'even', 'let', 'me', 'login', 'my', 'profile', 'will', 'update', 'my', 'rating', 'only', 'when', 'it', 'comes', 'back', 'online', 'for', 'me', 'when', 'it', 'worked', 'it', 'was', 'just', 'perfect', 'for', 'what', 'it', 'was', 'until', 'it', 'crashed', 'so', 'badly']"
231,"['move', 'around', 'lot', 'unfortunately', 'in', 'key', 'west', 'fl', 'my', 'calibration', 'has', 'been', 'severely', 'off', 'despite', 'fact', 'subscribe', 'actual', 'internet', 'service', 'on', 'my', 'phone', 'not', 'just', 'mercy', 'of', 'wifi', 'hope', 'you', 'can', 'fix', 'update', 'this', 'app', 'more', 'regularly', 'since', 'use', 'it', 'often']"
232,"['where', 'were', 'you', 'all', 'these', 'days', 'my', 'dear', 'nike', 'running', 'app', 'guess', 'wait', 'for', 'this', 'app', 'was', 'worth', 'it', 'now', 'for', 'review', 'this', 'app', 'amazing', 'interface', '5stars', 'work', 'info', '5stars', 'gps', 'tracking', 'auto', 'voice', 'info', 'are', 'best', 'features', 'all', 'in', 'all', 'its', 'must', 'have', 'app', 'for', 'workout', 'freaks', 'good', 'job', 'nike']"
233,"['am', 'currently', 'using', 'sony', 'xperia', 'use', 'app', 'on', 'daily', 'basis', 'it', 'great', 'app', 'but', 'distance', 'it', 'says', 'run', 'well', 'calculations', 'it', 'does', 'are', 'wrong', 'would', 'very', 'much', 'like', 'support', 'you', 'but', 'until', 'this', 'problem', 'fixed', 'cannot', ""it's""]"
234,"['seems', 'like', 'pretty', 'cool', 'app', 'in', 'south', 'africa', 'majority', 'of', 'rest', 'of', 'world', 'we', 'work', 'with', 'km', 'am', 'missing', 'something', 'or', 'there', 'no', 'way', 'of', 'changing', 'this', 'pls', 'help']"
235,"['after', 'update', 'all', 'my', 'runs', 'are', 'gone', 'yet', 'all', 'my', 'awards', 'from', 'past', 'are', 'all', 'still', 'there', 'used', 'give', 'it', 'star', 'just', 'make', 'it', 'right', 'again', 'nike']"
236,"['motivated', 'compete', 'against', 'friends', 'little', 'slow', 'between', 'screens', 'had', 'issues', 'not', 'registering', 'where', 'was', 'miscalculated', 'some', 'runs']"
237,"['app', 'was', 'fine', 'until', 'updated', 'my', 'phone', 'android', 'since', 'then', 'updates', 'for', 'this', 'app', 'have', 'created', 'more', 'more', 'bugs', 'don', 'get', 'me', 'wrong', 'this', 'app', 'brilliant', 'when', 'works', 'properly', 'but', 'when', 'it', 'fails', 'record', 'all', 'of', 'your', 'run', 'because', 'it', 'pauses', 'itself', 'or', 'freezes', 'afterwards', 'it', 'really', 'annoying', 'because', 'know', 'this', 'app', 'can', 'be', 'great', 'when', 'it', 'works', ""don't"", ""it's""]"
238,"['ve', 'been', 'using', 'this', 'app', 'since', 'it', 'was', 'released', 've', 'used', 'both', 'ois', 'android', 'versions', 'currently', 'have', 'android', 'phone', 'but', 'prefer', 'ois', 'version', 'of', 'app', 'some', 'areas', 'have', 'problems', 'with', 'gps', 'but', 'overall', 'very', 'good', 'app', 'use', 'it', 'every', 'time', 'run', ""i've"", ""i've""]"
239,"['app', 'needs', 'be', 'updated', 'so', 'that', 'we', 'can', 'still', 'invite', 'people', 'challenges', 'before', 'they', 'start', 'it', 'really', 'sucks', 'that', 'we', 'can', 'only', 'send', 'out', 'one', 'invite', 'why', 'can', 'add', 'ppl', 'challenge', 'that', 'hasn', 'started', ""can't"", ""hasn't""]"
240,"['reset', 'password', 'times', 'can', 'log', 'in', 'through', 'web', 'but', 'not', 'in', 'app', 'please', 'help', 'me', 'please', 'fix', 'this']"
241,"['great', 'updates', 'love', 'extent', 'of', 'customization', 'app', 'that', 've', 'definitely', 'integrated', 'into', 'my', 'life', ""i've""]"
242,"['loving', 'interface', 'its', 'cute', 'layout', 'very', 'helpful', 'app', 'know', 'my', 'own', 'cycle']"
243,"['this', 'app', 'easy', 'use', 'very', 'handy', 'gives', 'good', 'options', 'pretty', 'accurate', 'love', 'it']"
244,"['nice', 'app', 'love', 'design', 'many', 'nice', 'options', 'overall', 'impressed']"
245,"['love', 'all', 'options', 'tracking', 'of', 'almost', 'everything', 'wonderful', 'backup', 'feature', 'was', 'seamless', 'when', 'had', 'reinstall', 'my', 'os', 'htc', 'hd2', 'running', 'android', 'email', 'report', 'backup', 'could', 'be', 'easier', 'read', 'thank', 'you', 'for', 'this', 'love', 'having', 'it']"
246,"['this', 'normally', 'brilliant', 'app', 'but', 'for', 'some', 'reason', 'has', 'completely', 'stopped', 'working', 'please', 'sort', 'fix', 'out', 'soon', 'tthis', 'normally', 'brilliant', 'app', 'but', 'for', 'some', 'reason', 'has', 'completely', 'stopped', 'working', 'please', 'sort', 'fix', 'out', 'soon']"
247,"['very', 'easy', 'use', 'have', 'recommended', 'all', 'of', 'my', 'friends', 'download', 'it', 'with', 'confidence']"
248,"['am', '13', 'using', 'this', 'app', 'realy', 'helps', 'me', 'keep', 'track', 'know', 'when', 'my', 'next', 'cycle', 'coming', 'love', 'how', 'you', 'get', 'rite', 'note', 'put', 'you', 'moods', 'lol']"
249,"['am', 'only', 'just', 'starting', 'calculate', 'my', 'cycle', 'have', 'missed', 'period', 'am', 'hopeful', 'also', 'love', 'way', 'you', 'can', 'backup', 'your', 'data', 'so', 'you', 'can', 'restore', 'onto', 'your', 'other', 'devices', 'but', 'will', 'definitely', 'continue', 'use', 'this', 'app', 'love', 'it', 'thankyou', 'all', 'give', 'star', 'soon', 'put', 'it', 'test', 'properly']"
250,"['not', 'into', 'design', 'but', 'really', 'like', 'app', 'it', 'helpful', ""it's""]"
251,"['love', 'this', 'app', 'tracks', 'so', 'much', 'more', 'than', 'your', 'period']"
252,"['so', 'far', 'so', 'good', 'just', 'dl', 'this', 'app', 'days', 'ago', 'my', 'period', 'always', 'irregular', 'so', 'let', 'see', ""let's""]"
253,"['love', 'this', 'app', 'gbu']"
254,"['great', 'easy', 'use', 'thanks']"
255,"['love', 'this', 'app', 'it', 'very', 'accurate', ""it's""]"
256,"['great', 'wonderfully', 'put', 'together', 'app']"
257,"['this', 'app', 'brilliant', 'keeps', 'me', 'up', 'date', 'when', 'due', 'my', 'memory', 'terrible', 'fantastic', 'app', 'would', 'definitely', 'recommend', ""i'm""]"
258,"['love', 'love', 'love', 'this', 'app', 'always', 'right', 'on', 'sometimes', 'day', 'early', 'or', 'late', 'but', 'right', 'on', 'nd', 'love', 'it', 'nd', 'all', 'things', 'store', 'in', 'it', 'great', 'app']"
259,"['this', 'app', 'helpful', 'with', 'identifying', 'symptoms', 'app', 'also', 'removes', 'calculation', 'guess', 'work', 'helpful', 'during', 'dr', 'visits']"
260,"['love', 'everything', 'about', 'this', 'app', 'does', 'everything', 'that', 'need', 'it', 'do', 'especially', 'because', 'my', 'cycle', 'isn', 'your', 'average', 'cycle', ""isn't""]"
261,"['nice', 'basic', 'app', 'does', 'what', 'it', 'needs', 'do', 'have', 'not', 'had', 'it', 'long', 'enough', 'see', 'how', 'accurate', 'it', 'wish', 'it', 'had', 'better', 'notations', 'for', 'intimacy', 'other', 'than', 'making', 'special', 'comments']"
262,"['love', 'this', 'app', 'it', 'exactly', 'what', 'need', 'it', 'gives', 'me', 'opportunity', 'show', 'my', 'cycle', 'symptoms', 'write', 'notes', 'on', 'how', 'im', 'feeling', 'just', 'awesome']"
263,"['cheery', 'slick', 'helpful', 'be', 'great', 'if', 'bit', 'more', 'accurate', 'but', 'no', 'one', 'controls', 'human', 'body']"
264,"['finally', 'found', 'fantastic', 'app', 'thank', 'you', 'thank', 'you', 'during', 'this', 'time', 'at', 'my', 'age', 'my', 'cycle', 'so', 'erratic', 'this', 'app', 'will', 'allow', 'me', 'keep', 'constant', 'track', 'plus', 'plus', 'keep', 'up', 'great', 'work']"
265,"['great', 'ap', 'love', 'that', 'there', 'so', 'much', 'more', 'than', 'just', 'tracking', 'flow', 'symptoms', 'tracker', 'great', 'for', 'dr', ""there's""]"
266,"['this', 'app', 'great', 'overrall', 'but', 'biggest', 'downfall', 'how', 'obvious', 'it', 'was', 'on', 'train', 'other', 'day', 'when', 'was', 'putting', 'in', 'intercourse', 'this', 'pop', 'up', 'came', 'up', 'asking', 'if', 'used', 'condom', 'or', 'not', 'two', 'animated', 'condoms', 'popped', 'up', 'on', 'my', 'screen', 'also', 'other', 'day', 'was', 'letting', 'my', 'guy', 'friend', 'use', 'my', 'phone', 'other', 'day', 'notification', 'popped', 'up', 'telling', 'me', 'period', 'due', 'tomorrow', 'just', 'right', 'there', 'on', 'middle', 'of', 'screen', 'come', 'on', 'make', 'this', 'little', 'more', 'subtle', ""period's""]"
267,"['done', 'having', 'kids', 'but', 'still', 'like', 'keep', 'track', 'this', 'app', 'straightforward', 'easy', 'use', 'it', 'has', 'mood', 'symptom', 'trackers', 'which', 'are', 'really', 'helpful', 'very', 'accurate', 'at', 'predicting', 'one', 'feature', 'it', 'lacks', 'doozy', 'that', 'ability', 'override', 'ovulation', 'based', 'on', 'your', 'luteal', 'phase', 'being', 'longer', 'or', 'shorter', 'mine', 'so', 'when', 'do', 'ovulate', 'which', 'can', 'feel', 'have', 'pit', 'it', 'in', 'notes', 'so', 'my', 'calendar', 'isn', 'correct', 'at', 'glance', 'if', 'it', 'had', 'that', 'one', 'key', 'feature', 'it', 'be', 'stars', ""i'm"", ""that's"", ""isn't"", ""it'd""]"
268,"['enjoyed', 'app', 'pretty', 'much', 'until', 'they', 'upgraded', 'it', 'took', 'off', 'ovulation', 'icons', 'it', 'was', 'much', 'cooler', 'becuz', 'could', 'see', 'those', 'days', 'if', 'don', 'mind', 'can', 'we', 'have', 'that', 'back', 'plz', ""don't""]"
269,"['love', 'this', 'app', 'easy', 'use', 'awesome', 'features', 'back', 'up', 'feature', 'great', 'all', 'my', 'data', 'easily', 'downloaded', 'my', 'new', 'phone']"
270,"['do', 'you', 'offer', 'paid', 'version', 'mean', 'all', 'of', 'adds', 'are', 'ridiculous', 'too', 'easy', 'accidentally', 'hit']"
271,"['app', 'girly', 'like', 'how', 'it', 'says', 'my', 'calendar', 'on', 'your', 'phone', 'but', 'feel', 'like', 'app', 'should', 'be', 'little', 'bit', 'better', 'in', 'my', 'opinion', 'like', 'maybe', 'have', 'lock', 'on', 'it', 'so', 'pesky', 'people', 'won', 'be', 'able', 'get', 'into', 'it', 'make', 'it', 'private', 'basically', 'it', 'good', 'app', 'stars', ""won't"", ""it's""]"
272,"['love', 'how', 'they', 'have', 'variety', 'of', 'moods', 'symptons', 'choose', 'from', 'really', 'wish', 'they', 'could', 'allow', 'data', 'be', 'transferred', 'out', 'via', 'email', 'or', 'smthg', 'so', 'that', 'data', 'will', 'be', 'available', 'for', 'restoring', 'if', 'user', 'has', 'changed', 'hp']"
273,"['love', 'simplicity', 'remind', 'me', 'about', 'my', 'period', 'time', 'having', 'private', 'notification', 'private', 'calendar', 'in', 'fun', 'colorful', 'apps']"
274,"['love', 'this', 'app', 'very', 'accurate', 'cute', 'love', 'forum', 'use', 'it', 'whenever', 'have', 'question', 'nonetheless', 'this', 'app', 'recommended', 'friends', 'family']"
275,"['great', 'app']"
276,"['my', 'memory', 'really', 'bad', 'was', 'using', 'this', 'app', 'keep', 'track', 'of', 'my', 'cycle', 've', 'tried', 'put', 'in', 'this', 'month', 'app', 'has', 'disappeared', 'along', 'with', 'all', 'data', 'has', 'anyone', 'else', 'had', 'this', 'problem', ""i've"", ""month's""]"
277,"['very', 'good', 'app', 'its', 'probably', 'only', 'one', 'that', 'doesn', 'force', 'closed', 'others', 'have', 'downloaded', 'its', 'very', 'accurate', 'does', 'everything', 'need', 'it', ""doesn't""]"
278,"['its', 'pretty', 'accurate', 'for', 'most', 'part', 'this', 'month', 'it', 'was', 'only', 'one', 'day', 'off', 'but', 'my', 'body', 'weird', 'so', 'can', 'count', 'of', 'for', 'that', 'you', 'should', 'add', 'heavy', 'feeling', 'because', 'that', 'how', 'feel', 'right', 'now', 'fat', 'heavy', 'bloated', 'gassy', ""can't"", ""that's""]"
279,"['love', 'it', 'has', 'sooo', 'many', 'descriptions', 'of', 'how', 'may', 'be', 'feeling', 'or', 'symptoms', 'its', 'easy', 'navigate']"
280,"['easy', 'use', 'backup', 'very', 'accurate', 'helpful']"
281,"['everyone', 'must', 'have', 'this', 'app', 'so', 'amazing', 'got', 'great', 'results', 'in', 'just', 'two', 'days', 'most', 'favourite', 'more', 'than', 'subway', 'surfers']"
282,"['best', 'app', 'ever', 'so', 'well', 'designed', 'easy', 'navigate']"
283,"['expect', 'it', 'me', 'more', 'smooth', 'clutter', 'free', 'it', 'good', 'but', 'can', 'be', 'simpler', ""it's""]"
284,"['great', 'app', 'easy', 'follow', 'worlkouts', 'no', 'need', 'go', 'gym', 'anymore', 'brilliant', 'plus']"
285,"['great', 'app', 'no', 'need', 'for', 'trainer', 'you', 'can', 'work', 'at', 'you', 're', 'own', 'pace', ""you're""]"
286,"['love', 'this', 'app', 'it', 'informative', 'helps', 'keep', 'me', 'motivated', 'get', 'stay', 'in', 'shape', 'thanks', 'for', 'creating', 'this', 'easy', 'use', 'app', ""it's""]"
287,"['this', 'app', 'amazing', 'my', 'shoulders', 'chest', 'have', 'never', 'been', 'so', 'toned', 'in', 'my', 'life', 'this', 'app', 'has', 'great', 'workouts', 'tone', 'muscle', 'star', 'definitely']"
288,"['gear', 'exercises', 'workout', 'routines', 'when', 'it', 'says', 'moderate', 'it', 'truly', 'moderate', 'you', 'can', 'schedule', 'days', 'complete', 'series', 'which', 'good', 'for', 'me', 'my', 'schedule', 'awesome', 'app', 'enjoy', 'using', 'it']"
289,"['this', 'app', 'helps', 'you', 'out', 'with', 'many', 'dirrent', 'type', 'of', 'workouts', 'exercises', 'fitness', 'programs', 'ti', 'really', 'like', 'this', 'app', 'because', 'it', 'has', 'variety', 'of', 'workouts', 'but', 'would', 'like', 'if', 'their', 'were', 'free', 'fitness', 'programs', 'instead', 'of', 'paying', 'for', 'them']"
290,"['love', 'this', 'app', 'so', 'much', 'that', 'think', 'everyone', 'should', 'have', 'access', 'it', 'be', 'my', 'own', 'personal', 'trainer', 'hear', 'my', 'voice', 'when', 'it', 'time', 'workout', 'motivated', 'me', 'even', 'more', 'feel', 'burn', 'go', 'into', 'forums', 'chat', 'with', 'others', 'like', 'myself', ""it's""]"
291,"['its', 'good', 'but', 'fact', 'that', 'you', 'can', 'see', 'how', 'do', 'workout', 'three', 'constant', 'bug', 'upgrade', 'yea', 'not', 'my', 'thing', 'uninstall', ""can't""]"
292,"['it', 'best', 'workout', 'app', 'out', 'there', 'it', 'effective', 'whatever', 'part', 'of', 'your', 'body', 'you', 'wanna', 'focus', 'on', 'trimming', 'they', 'have', 'everything', 'help', 'those', 'muscles', 'tone', 'wonderful', 'app', ""it's"", ""it's""]"
293,"['makes', 'doing', 'quick', 'high', 'intensity', 'workouts', 'easy', 'in', 'your', 'own', 'home', 'could', 'have', 'it', 'so', 'that', 'transition', 'pictures', 'show', 'you', 'position', 'you', 'need', 'get', 'into', 'for', 'next', 'exercise', 'though', 'overall', 'great', 'ap']"
294,"['must', 'say', 'that', 'am', 'very', 'impressed', 'with', 'workout', 'trainer', 'have', 'tried', 'few', 'of', 'these', 'workouts', 'they', 'are', 'extremely', 'effective', 'one', 'gripe', 'about', 'app', 'that', 'trainer', 'talks', 'bit', 'much']"
295,"['aps', 'need', 'add', 'instagram', 'so', 'we', 'can', 'find', 'add', 'friends', 'hurry', 'its', 'great', 'exercise', 'nd', 'motivation', 'fitness', 'all', 'way']"
296,"['easy', 'follow', 'along', 'great', 'workouts', 'even', 'reminds', 'me', 'get', 'up', 'stop', 'being', 'lazy']"
297,"['it', 'works', 'gets', 'job', 'done', 'it', 'also', 'has', 'really', 'good', 'amount', 'of', 'supporting', 'people', 'that', 'helps']"
298,"['so', 'far', 'so', 'good', 'lots', 'of', 'free', 'workouts', 'choose', 'from', 'love', 'premade', 'workouts', 'looking', 'forward', 'using', 'this', 'everyday']"
299,"['love', 'app', 'workouts', 'will', 'upgrade', 'stars', 'if', 'add', 'ability', 'use', 'chromecast', 'so', 'can', 'stream', 'it', 'my', 'tv']"
300,"['thanks', 'for', 'updating', 'notification', 'bug', 'now', 'when', 'click', 'it', 'sends', 'me', 'directly', 'that', 'new', 'workout', 'shakerciser', 'coolest', 'app', 'feature', 've', 'used', 'in', 'long', 'time', 'so', 'tempted', 'be', 'wimp', 'when', 'choosing', 'workout', 'now', 'it', 'picks', 'for', 'me', 'some', 'days', 'are', 'easy', 'some', 'tough', 'way', 'cool', ""i've"", ""i'm""]"
301,"['this', 'awesome', 'app', 'plenty', 'of', 'free', 'workouts', 'choose', 'from', 'don', 'enjoy', 'working', 'out', 'when', 'other', 'people', 'are', 'home', 'can', 'afford', 'gym', 'membership', 'this', 'great', 'alternative', ""don't"", ""can't""]"
302,"['they', 'didnt', 'tell', 'me', 'what', 'do', 'was', 'lost', 'at', 'how', 'do', 'any', 'of', 'workouts', 'because', 'didnt', 'have', 'time', 'stop', 'read', 'description', 'guess', 'this', 'only', 'for', 'people', 'who', 'know', 'every', 'exercise']"
303,"['this', 'app', 'amazing', 'everything', 'going', 'pro', 'but', 'they', 'still', 'offer', 'lot', 'of', 'free', 'effective', 'workouts', 'well', 'love', 'zombie', 'apocalypse', 'workout', 'by', 'sd3', 'he', 'always', 'makes', 'fun', 'fat', 'burning', 'workouts', 'also', 'majority', 'of', 'workouts', 'gives', 'great', 'details', 'on', 'how', 'do', 'it', 'correct', 'posture', 'even', 'gives', 'you', 'motivation', 'like', 'good', 'job', 'you', 've', 'got', 'this', 'half', 'way', 'through', 'workout', 'set', 'would', 'definitely', 'recommend', 'this', 'app', 'anyone', 'trying', 'lose', 'weight']"
304,"['used', 'really', 'love', 'this', 'app', 'used', 'it', 'all', 'time', 'for', 'bit', 'of', 'inspiration', 'create', 'plan', 'my', 'workouts', 'logged', 'in', 'today', 'find', 'out', 'that', 'all', 'of', 'sudden', 'can', 'no', 'longer', 'even', 'edit', 'my', 'previously', 'created', 'workouts', 'very', 'unhappy', 'feel', 'though', 'if', 'this', 'was', 'going', 'be', 'paid', 'app', 'it', 'should', 'have', 'just', 'said', 'so', 'from', 'start', 'don', 'appreciate', 'getting', 'fewer', 'features', 'with', 'each', 'update', ""i'm"", ""don't""]"
305,"['best', 'wo', 'app', 'ever', 'nice', 'team', 'of', 'people', 'motivating', 'each', 'other', 'live', 'good', 'life']"
306,"['paid', 'for', '$14', 'subscription', 'year', 'ago', 'suddenly', 'have', 'pay', 'for', 'that', 'again', 'become', 'lifetime', 'subscriber', 'even', 'if', 'you', 'pay', 'subscription', 'you', 'will', 'have', 'pay', 'further', 'fees', 'for', 'more', 'advanced', 'training', 'programs', 'which', 'are', 'locked']"
307,"['this', 'app', 'helps', 'you', 'complete', 'your', 'goal', 'it', 'works', 'if', 'you', 'work', 'you', 'it']"
308,"['clicking', 'most', 'things', 'on', 'main', 'page', 'of', 'app', 'takes', 'you', 'premium', 'service', 'page', 'actually', 'getting', 'into', 'workout', 'needs', 'be', 'easier', 'we', 'all', 'know', 'there', 'are', 'premium', 'options', 'but', 'don', 'make', 'all', 'avenues', 'point', 'them', ""don't""]"
309,"['went', 'from', 'iphone', 'droid', 'couldnt', 'remember', 'name', 'of', 'this', 'found', 'it', 'woooooo', 'hooooo', 'best', 'app']"
310,"['this', 'app', 'wonderful', 'even', 'went', 'pro', 'amp', 'up', 'my', 'workouts', 'at', 'one', 'point', 'how', 'wonderful', 'this', 'app', 'you', 'ask', 'well', 'lost', '80lbs', 'by', 'this', 'app', 'alone', 'will', 'reach', 'my', 'goal', 'of', '150lbs', 'this', 'year', 'of', 'course', 'you', 'have', 'put', 'in', 'work', 'but', 'it', 'shows', 'you', 'how', 'do', 'every', 'exercise', 'technique', 'you', 'can', 'think', 'of', 'without', 'paying', 'hundred', 'of', 'dollars', 'for', 'gym', 'trainer', 'what', 'are', 'you', 'waiting', 'for', 'download', 'now', 'feel', 'free', 'look', 'me', 'up', 'airiel', 'merritte']"
311,"['not', 'all', 'workouts', 'are', 'based', 'on', 'time', 'would', 'like', 'see', 'function', 'make', 'sets', 'of', 'reps', 'not', 'just', 'time']"
312,"['love', 'this', 'app', 'even', 'if', 'you', 'can', 'purchase', 'it', 'you', 'still', 'get', 'awesome', 'benefits', ""can't""]"
313,"['absolutely', 'love', 'this', 'app', 'so', 'many', 'different', 'exercise', 'routines', 'even', 'if', 'you', 'only', 'have', 'minutes', 'there', 'workout', 'can', 'do', 'chances', 'are', 'that', 'once', 've', 'done', 'mins', 'find', 'anothet', 'mins', 'spare', 'would', 'definately', 'recommend', 'this', 'app', 'friends', ""i've""]"
314,"['what', 'amazing', 'application', 'totally', 'worth', 'every', 'penny', 'use', 'this', 'application', 'specially', 'on', 'days', 'don', 'wanna', 'drive', 'my', 'gym', 'workout', 'home', 'would', 'highly', 'recommend', 'all', 'fitness', 'enthusiasts', ""don't""]"
315,"['ve', 'been', 'using', 'workout', 'trainer', 'for', 'about', 'two', 'weeks', 'really', 'like', 'variety', 'intensity', 'levels', 'programs', 'videos', 'it', 'has', 'way', 'it', 'could', 'improve', 'have', 'real', 'life', 'videos', 'for', 'all', 'workouts', 'has', 'them', 'for', 'most', 'already', ""i've""]"
316,"['now', 'if', 'only', 'could', 'buy', 'motivation', 'from', 'google', 'play', 'store', 'would', 'be', 'all', 'set']"
317,"['good', 'app', 'not', 'buggy', 'full', 'of', 'free', 'workouts', 'good', 'job', 'done', 'by', 'dev', 'team']"
318,"['like', 'this', 'workout', 'app', 'best', 'today']"
319,['awsome']
320,"['this', 'awesome', 'app', 'workouts', 'are', 'great']"
321,"['why', 'unexplained', 'need', 'for', 'new', 'unneeded', 'permissions', 'uninstalling', 'even', 'permission', 'manager', 'won', 'let', 'me', 'revoke', 'them', ""won't""]"
322,"['it', 'great', 'easy', 'do', 'just', 'wish', 'it', 'told', 'amount', 'of', 'calories', 'burned', 'but', 'it', 'free', 'soo']"
323,"['five', 'stars']"
324,"['doing', 'exercises', 'for', 'weeks', 'now', 'can', 'changes', 'best', 'thing', 'about', 'this', 'app', 'tht', 'can', 'play', 'music', 'work', 'out']"
325,"['omg', 'love', 'this', 'you', 'can', 'really', 'feel', 'workout', 'getting', 'my', 'abs', 'back']"
326,"['great', 'for', 'getting', 'abs', 'into', 'shape']"
327,"['love', 'workout', 'thanks', 'guys', 'for', 'developing', 'make', 'it', 'available', 'god', 'bless', 'you', 'all']"
328,"['app', 'very', 'bare', 'bones', 'but', 'it', 'gets', 'job', 'done', 'great', 'free', 'workout', 'am', 'sore', 'after', 'just', 'minutes', 'it', 'never', 'glitches', 'out', 'on', 'me', 'five', 'stars']"
329,"['tons', 'of', 'unnecessary', 'permissions', 'in', 'new', 'version', 'can', 'call', 'or', 'text', 'services', 'that', 'cost', 'you', 'money', 'why']"
330,"['love', 'it']"
331,"['nice', 'app', 'get', 'again', 'my', 'abs']"
332,"['what', 'up', 'with', 'all', 'these', 'permissions']"
333,"['app', 'was', 'awesome', 'before', 'unnecessary', 'updates']"
334,"['it', 'works']"
335,"['good', 'apps']"
336,"['love', 'it']"
337,"['super', 'im', 'very', 'happy', 'of', 'it']"
338,"['its', 'good', 'pls', 'download', 'for', 'ever', 'fit']"
339,"['good', 'for', 'starters']"
340,"['awesome', 'app']"
341,"['recent', 'update', 'reduced', 'farfetched', 'permissions', 'am', 'happy', 'again', 'old', 'review', 'like', 'app', 'but', 'recent', 'update', 'looks', 'suspicious', 'it', 'seeks', 'permission', 'send', 'sms', 'make', 'phone', 'calls', 'am', 'not', 'going', 'update', 'this', 'app', 'anymore']"
342,"['previous', 'versions', 'worked', 'well', 'love', 'app', 'except', 'lately', 'window', 'freezes', 'demo', 'video', 'then', 'clock', 'stops', 'at', 'won', 'continue', 'not', 'sure', 'if', 'its', 'just', 'my', 'phone', 'or', 'bug', ""won't""]"
343,"['im', 'getting', 'figure', 'want', 'yay', 'its', 'super', 'easy']"
